Watch_ID,Brand,Model,Collection,Movement_Type,Case_Material,Dial_Color,Strap_Material,Water_Resistance_m,Release_Year,Price_USD,Units_Sold,Customer_Rating,Country,Warranty_Years
W04212,Breitling,Nautilus,Classic,Automatic,Platinum,Black,Rubber,200,2004,37687,4276,4.1,Switzerland,10
W04213,Breitling,Nautilus,Aviator,Quartz,Titanium,Black,NATO,300,2021,136975,2228,3.9,Switzerland,5
W04214,Rolex,Luminor,GMT,Manual,Titanium,Gray,NATO,50,2010,83957,3720,4.9,USA,7
W04215,IWC Schaffhausen,Portugieser,Elegance,Automatic,Titanium,Silver,Stainless Steel,300,2016,48981,3830,3.2,USA,3
W04216,Hublot,Speedmaster,Tourbillon,Manual,Platinum,Silver,NATO,50,2008,72635,4979,4.2,USA,2
W04217,Audemars Piguet,Royal Oak,Heritage,Manual,Platinum,Blue,Gold,200,2012,108836,2285,3.8,USA,10
W04218,Panerai,Santos,Classic,Manual,Stainless Steel,Gray,NATO,50,2013,102438,471,3.2,Germany,5
W04219,Tag Heuer,Nautilus,Sport,Quartz,Platinum,Blue,Rubber,500,2008,114911,3246,3.5,USA,3
W04220,Omega,Luminor,Classic,Automatic,Gold,Black,Rubber,300,2016,8134,1715,4.2,USA,7
W04221,IWC Schaffhausen,Luminor,Aviator,Automatic,Ceramic,Gray,Rubber,100,2006,24607,2212,4.5,Japan,10
W04222,Cartier,Navitimer,GMT,Quartz,Platinum,Gray,NATO,500,2015,84023,4608,4.0,USA,10
W04223,Patek Philippe,Navitimer,Diver,Quartz,Titanium,Silver,Gold,300,2019,49834,4245,4.0,Germany,2
W04224,Breitling,Carrera,Chronograph,Quartz,Platinum,Black,Gold,100,2012,117501,1549,4.3,Germany,2
W04225,IWC Schaffhausen,Nautilus,Elegance,Manual,Stainless Steel,Green,Stainless Steel,500,2013,115775,767,3.3,Germany,5
W04226,Patek Philippe,Speedmaster,Classic,Manual,Ceramic,Black,Leather,300,2017,97518,3901,3.4,Italy,5
W04227,Omega,Royal Oak,Sport,Automatic,Ceramic,Black,Gold,500,2010,60240,3151,4.9,Italy,7
W04228,Breitling,Royal Oak,Professional,Automatic,Titanium,Blue,Rubber,500,2001,133888,2068,4.9,Japan,3
W04229,Breitling,Big Bang,Classic,Manual,Ceramic,Silver,Stainless Steel,50,2021,6033,953,4.6,Italy,7
W04230,Audemars Piguet,Big Bang,Sport,Manual,Gold,Green,Gold,50,2005,113721,2705,4.6,Japan,10
W04231,IWC Schaffhausen,Carrera,Diver,Quartz,Ceramic,Black,Gold,300,2004,122244,815,3.2,Italy,5
W04232,Hublot,Santos,Sport,Manual,Titanium,Black,Leather,50,2002,131077,1861,3.7,Switzerland,7
W04233,Rolex,Big Bang,Sport,Automatic,Ceramic,Blue,Leather,50,2006,92887,2340,3.9,Japan,7
W04234,Rolex,Submariner,GMT,Automatic,Platinum,Gray,Leather,200,2002,10806,4224,3.3,Italy,2
W04235,Tag Heuer,Carrera,GMT,Quartz,Stainless Steel,White,Gold,150,2012,118913,240,3.0,Switzerland,7
W04236,Cartier,Royal Oak,Classic,Quartz,Platinum,Silver,Gold,150,2022,85950,4991,3.4,Japan,3
W04237,Patek Philippe,Royal Oak,Tourbillon,Automatic,Gold,Silver,Rubber,500,2001,137039,3787,4.9,Japan,7
W04238,IWC Schaffhausen,Speedmaster,GMT,Manual,Gold,Silver,NATO,300,2023,131002,4042,4.9,Switzerland,3
W04239,Panerai,Luminor,Chronograph,Manual,Stainless Steel,Black,Leather,150,2001,48853,874,3.5,Japan,3
W04240,Cartier,Submariner,Chronograph,Automatic,Stainless Steel,Black,Rubber,100,2017,81719,4973,4.9,Switzerland,10
W04241,Audemars Piguet,Santos,Elegance,Manual,Stainless Steel,Black,Rubber,300,2003,62318,1605,3.7,Switzerland,7
W04242,Breitling,Navitimer,Heritage,Manual,Stainless Steel,Gray,Stainless Steel,300,2016,91365,4260,4.5,Japan,5
W04243,Hublot,Carrera,Diver,Automatic,Ceramic,White,Rubber,100,2010,25990,3403,3.8,Japan,10
W04244,IWC Schaffhausen,Big Bang,Tourbillon,Automatic,Platinum,Black,Leather,150,2006,23782,2577,3.1,USA,2
W04245,Cartier,Portugieser,Chronograph,Quartz,Gold,Silver,NATO,100,2001,22931,3912,4.9,USA,7
W04246,Cartier,Speedmaster,Aviator,Automatic,Ceramic,Gray,Rubber,50,2014,131567,3057,3.5,Germany,10
W04247,Hublot,Royal Oak,Chronograph,Quartz,Stainless Steel,Silver,Gold,300,2013,112174,783,3.1,Germany,2
W04248,Tag Heuer,Portugieser,Sport,Quartz,Titanium,Blue,Gold,200,2013,89683,2647,5.0,Switzerland,10
W04249,Patek Philippe,Carrera,Diver,Manual,Titanium,White,Rubber,100,2005,89396,1258,4.3,Japan,10
W04250,Patek Philippe,Nautilus,Elegance,Automatic,Platinum,Green,Leather,300,2004,101151,1615,3.9,Switzerland,10
W04251,Cartier,Santos,Classic,Manual,Gold,Black,NATO,500,2013,53019,3876,4.6,USA,3
W04252,Omega,Nautilus,Chronograph,Automatic,Gold,Green,NATO,500,2020,136815,2996,4.4,Germany,7
W04253,Cartier,Carrera,Heritage,Automatic,Platinum,Black,Leather,300,2003,13132,809,3.9,Switzerland,2
W04254,Cartier,Nautilus,Elegance,Manual,Stainless Steel,White,Gold,100,2013,78662,3348,3.3,Japan,7
W04255,Hublot,Santos,Chronograph,Quartz,Stainless Steel,White,Gold,200,2004,20731,4085,4.3,Germany,10
W04256,Breitling,Luminor,Tourbillon,Automatic,Gold,Silver,Stainless Steel,300,2011,143553,3230,4.8,Switzerland,3
W04257,Hublot,Carrera,Tourbillon,Quartz,Gold,White,Rubber,50,2024,50863,2812,4.0,Germany,5
W04258,IWC Schaffhausen,Portugieser,Elegance,Manual,Gold,Gray,Rubber,50,2012,68238,2561,4.1,Japan,10
W04259,Cartier,Nautilus,Classic,Manual,Stainless Steel,Gray,Gold,50,2011,108844,2001,4.7,Germany,5
W04260,Patek Philippe,Santos,Aviator,Automatic,Titanium,Green,Rubber,200,2016,16240,3840,4.9,Switzerland,3
W04261,Panerai,Big Bang,Aviator,Manual,Platinum,Green,Leather,150,2017,118052,3464,4.1,Switzerland,3
W04262,Patek Philippe,Navitimer,Chronograph,Automatic,Platinum,White,NATO,50,2011,15315,1438,3.1,Germany,5
W04263,Rolex,Santos,Chronograph,Automatic,Ceramic,Green,Stainless Steel,100,2022,126251,3793,3.3,Japan,3
W04264,Tag Heuer,Speedmaster,Elegance,Automatic,Ceramic,Gray,Leather,150,2008,141632,191,4.9,Switzerland,5
W04265,Audemars Piguet,Navitimer,Professional,Automatic,Titanium,Black,Leather,100,2018,75741,115,4.7,Italy,3
W04266,IWC Schaffhausen,Big Bang,Sport,Automatic,Gold,Blue,Leather,200,2021,60841,4855,4.3,Germany,5
W04267,IWC Schaffhausen,Submariner,Sport,Manual,Titanium,Gray,Rubber,50,2020,72016,4701,3.9,USA,5
W04268,Tag Heuer,Portugieser,Heritage,Automatic,Ceramic,Silver,NATO,300,2024,45549,88,3.8,Switzerland,7
W04269,Panerai,Royal Oak,Chronograph,Quartz,Ceramic,Blue,Stainless Steel,50,2014,35216,4572,3.1,USA,3
W04270,Audemars Piguet,Big Bang,Heritage,Automatic,Platinum,Green,Gold,200,2008,118458,3664,4.7,USA,7
W04271,Breitling,Luminor,Elegance,Automatic,Titanium,Silver,Leather,50,2012,113059,113,3.7,Japan,7
W04272,Cartier,Navitimer,Classic,Automatic,Stainless Steel,Blue,Leather,50,2014,46181,1331,4.0,Japan,5
W04273,Audemars Piguet,Luminor,Diver,Manual,Ceramic,Blue,Leather,50,2011,127648,348,4.1,Japan,10
W04274,Panerai,Navitimer,Diver,Quartz,Platinum,Green,Gold,200,2009,86105,3889,4.7,Germany,5
W04275,Omega,Speedmaster,Chronograph,Quartz,Gold,Silver,Rubber,50,2002,63803,4997,3.4,USA,3
W04276,Rolex,Submariner,Chronograph,Quartz,Titanium,Gray,Rubber,500,2009,107243,2609,4.0,Switzerland,5
W04277,Audemars Piguet,Royal Oak,Professional,Manual,Ceramic,Gray,NATO,300,2017,9163,3589,4.9,USA,2
W04278,Audemars Piguet,Speedmaster,Elegance,Manual,Stainless Steel,Silver,Rubber,300,2009,105656,1181,4.4,Italy,3
W04279,Rolex,Big Bang,Classic,Automatic,Ceramic,Blue,Rubber,150,2003,25505,1296,3.8,USA,10
W04280,Cartier,Luminor,GMT,Manual,Stainless Steel,Silver,Stainless Steel,150,2024,105140,968,4.3,USA,2
W04281,Audemars Piguet,Navitimer,Elegance,Quartz,Titanium,Gray,Stainless Steel,150,2002,102379,1483,4.2,Germany,5
W04282,Rolex,Big Bang,GMT,Quartz,Stainless Steel,Silver,Rubber,150,2019,119310,796,4.1,Switzerland,5
W04283,Rolex,Santos,Tourbillon,Manual,Stainless Steel,Black,Stainless Steel,300,2017,41547,3366,4.1,Italy,10
W04284,Rolex,Submariner,Sport,Manual,Platinum,Green,NATO,150,2016,127758,4367,4.4,Germany,5
W04285,Hublot,Portugieser,Chronograph,Quartz,Titanium,Gray,Rubber,100,2004,94557,378,4.8,Italy,10
W04286,Panerai,Santos,Professional,Quartz,Ceramic,Green,Stainless Steel,500,2019,15268,4827,3.8,USA,2
W04287,Hublot,Luminor,Chronograph,Quartz,Gold,Black,Gold,200,2009,51031,294,5.0,Switzerland,10
W04288,Omega,Submariner,Diver,Quartz,Titanium,Blue,Stainless Steel,500,2001,86596,4061,3.8,USA,10
W04289,Breitling,Submariner,Chronograph,Quartz,Titanium,White,Stainless Steel,200,2021,25279,1881,4.4,Germany,3
W04290,Hublot,Big Bang,Diver,Manual,Gold,Gray,Gold,300,2020,6259,4144,3.5,Switzerland,7
W04291,Hublot,Santos,Heritage,Manual,Ceramic,Blue,NATO,200,2000,41108,4221,4.5,Italy,3
W04292,Panerai,Big Bang,Chronograph,Automatic,Platinum,Black,Gold,200,2015,129974,140,3.8,Switzerland,7
W04293,Breitling,Big Bang,Elegance,Automatic,Ceramic,Silver,NATO,50,2009,51578,351,3.8,Switzerland,2
W04294,Tag Heuer,Big Bang,GMT,Automatic,Gold,Black,Gold,150,2002,6479,587,3.4,Germany,2
W04295,Rolex,Luminor,Elegance,Manual,Ceramic,Green,NATO,150,2003,68968,156,3.1,Germany,5
W04296,IWC Schaffhausen,Navitimer,Aviator,Automatic,Titanium,Silver,NATO,50,2000,20039,3903,3.7,USA,3
W04297,Breitling,Navitimer,Diver,Automatic,Platinum,Blue,Leather,300,2011,123112,1279,4.2,Switzerland,5
W04298,Omega,Luminor,Tourbillon,Manual,Stainless Steel,Silver,Leather,100,2012,125239,444,3.1,Switzerland,5
W04299,Cartier,Royal Oak,Aviator,Quartz,Ceramic,Green,Stainless Steel,300,2007,41327,3815,3.4,Japan,7
W04300,Omega,Portugieser,Heritage,Manual,Stainless Steel,Black,Gold,100,2018,34165,3129,3.5,USA,3
W04301,Rolex,Speedmaster,Elegance,Manual,Platinum,Blue,NATO,100,2004,139801,728,3.4,Japan,3
W04302,Breitling,Portugieser,Tourbillon,Quartz,Stainless Steel,White,Leather,50,2011,130100,4338,3.2,Germany,5
W04303,Omega,Luminor,GMT,Automatic,Ceramic,White,Stainless Steel,300,2018,29479,2772,3.4,Italy,5
W04304,Omega,Nautilus,Classic,Manual,Gold,Black,Stainless Steel,150,2003,121759,4646,4.9,USA,5
W04305,Tag Heuer,Speedmaster,Professional,Manual,Titanium,Blue,Stainless Steel,500,2014,52362,55,4.6,Switzerland,7
W04306,Tag Heuer,Royal Oak,Chronograph,Quartz,Titanium,Blue,Leather,300,2024,122826,1824,4.8,Japan,7
W04307,Breitling,Carrera,Chronograph,Manual,Stainless Steel,Silver,Rubber,300,2012,51175,1028,4.8,Switzerland,10
W04308,Rolex,Speedmaster,Classic,Automatic,Titanium,Gray,Stainless Steel,500,2012,103760,4240,3.8,Italy,2
W04309,Hublot,Submariner,Chronograph,Quartz,Titanium,Black,Rubber,100,2002,131735,2820,3.7,Switzerland,3
W04310,Patek Philippe,Luminor,Elegance,Manual,Gold,Silver,Rubber,100,2007,69728,2089,4.6,Japan,3
W04311,Audemars Piguet,Carrera,Classic,Automatic,Stainless Steel,Black,Rubber,150,2021,82508,1992,4.8,USA,2
W04312,IWC Schaffhausen,Portugieser,Aviator,Automatic,Gold,Green,Stainless Steel,500,2005,101445,574,4.5,Switzerland,5
W04313,Audemars Piguet,Carrera,Aviator,Manual,Gold,Black,NATO,500,2016,110160,1007,4.2,Japan,3
W04314,Panerai,Luminor,Heritage,Automatic,Platinum,Silver,Rubber,150,2010,51280,2221,4.1,Germany,3
W04315,Tag Heuer,Portugieser,Professional,Quartz,Stainless Steel,Blue,Leather,500,2006,128913,313,3.9,Switzerland,5
W04316,Breitling,Luminor,Sport,Automatic,Gold,Black,Leather,100,2014,91952,2474,3.9,Switzerland,3
W04317,Audemars Piguet,Santos,Classic,Quartz,Ceramic,Blue,Rubber,300,2003,50547,3951,3.1,Italy,7
W04318,Rolex,Nautilus,Sport,Quartz,Titanium,Green,Rubber,100,2007,144647,3468,3.4,Switzerland,2
W04319,IWC Schaffhausen,Royal Oak,Chronograph,Quartz,Stainless Steel,White,Rubber,200,2024,115846,4262,3.3,Japan,7
W04320,Audemars Piguet,Royal Oak,Classic,Manual,Platinum,White,Leather,200,2001,90414,1647,3.9,Italy,7
W04321,IWC Schaffhausen,Submariner,Professional,Automatic,Gold,Silver,Gold,100,2023,101447,3423,3.6,Italy,3
W04322,Cartier,Nautilus,Heritage,Manual,Ceramic,Black,NATO,150,2010,95125,3658,3.8,Switzerland,7
W04323,Rolex,Nautilus,GMT,Manual,Titanium,Green,Gold,100,2007,42804,3634,4.9,USA,10
W04324,Patek Philippe,Submariner,Aviator,Quartz,Titanium,Green,Leather,300,2021,104184,2556,4.5,Germany,7
W04325,Omega,Portugieser,Diver,Manual,Ceramic,Blue,Leather,200,2018,10502,2571,3.3,USA,3
W04326,IWC Schaffhausen,Submariner,Diver,Automatic,Stainless Steel,Gray,Stainless Steel,50,2004,90360,1632,4.6,Japan,5
W04327,Rolex,Portugieser,Aviator,Manual,Titanium,Silver,Gold,150,2017,75478,1055,3.9,Switzerland,5
W04328,IWC Schaffhausen,Submariner,Chronograph,Manual,Titanium,Green,Rubber,50,2005,44809,2508,4.7,Switzerland,3
W04329,IWC Schaffhausen,Speedmaster,Heritage,Quartz,Titanium,Black,Rubber,150,2018,84091,3557,4.5,Germany,7
W04330,Hublot,Speedmaster,Heritage,Quartz,Gold,Green,Leather,50,2019,19236,773,4.0,USA,2
W04331,Hublot,Santos,GMT,Manual,Gold,White,Stainless Steel,50,2024,100387,1341,4.4,USA,7
W04332,Rolex,Navitimer,Chronograph,Quartz,Titanium,Silver,Gold,500,2004,115590,811,4.9,USA,7
W04333,Hublot,Submariner,Aviator,Manual,Platinum,Blue,Stainless Steel,100,2012,102286,3542,4.1,USA,2
W04334,Panerai,Nautilus,GMT,Automatic,Titanium,Black,NATO,150,2022,84387,4151,3.3,Italy,7
W04335,Patek Philippe,Speedmaster,Elegance,Automatic,Stainless Steel,White,Stainless Steel,500,2011,46941,512,4.1,Germany,7
W04336,Breitling,Big Bang,Sport,Quartz,Platinum,Green,NATO,200,2008,27245,4528,3.1,Japan,10
W04337,Rolex,Portugieser,Diver,Automatic,Stainless Steel,Silver,Gold,50,2004,60813,3469,3.9,USA,10
W04338,Rolex,Speedmaster,Tourbillon,Automatic,Ceramic,Silver,Rubber,100,2016,25345,2899,3.4,Germany,3
W04339,Panerai,Speedmaster,Diver,Manual,Ceramic,Black,NATO,300,2017,19711,4663,4.3,Germany,7
W04340,Tag Heuer,Luminor,Chronograph,Quartz,Gold,Blue,Rubber,150,2002,26770,4333,3.8,Switzerland,5
W04341,Tag Heuer,Portugieser,Professional,Automatic,Gold,White,Stainless Steel,150,2018,25929,3298,4.0,Japan,5
W04342,Hublot,Royal Oak,Diver,Quartz,Gold,Gray,Stainless Steel,200,2014,12199,1859,4.8,Japan,3
W04343,Breitling,Carrera,Classic,Quartz,Ceramic,Blue,Gold,50,2016,147558,4272,3.9,Japan,10
W04344,Hublot,Portugieser,Heritage,Quartz,Stainless Steel,Black,Rubber,100,2008,86058,3263,5.0,Italy,3
W04345,Cartier,Santos,Diver,Automatic,Platinum,Black,Gold,50,2024,124682,3013,3.3,USA,3
W04346,Cartier,Luminor,Classic,Quartz,Gold,White,NATO,100,2003,140174,1499,4.7,USA,5
W04347,Omega,Portugieser,Sport,Quartz,Ceramic,Silver,Stainless Steel,200,2008,12380,2846,3.7,USA,10
W04348,Cartier,Portugieser,Diver,Manual,Gold,Silver,Stainless Steel,50,2003,10039,2466,4.6,Germany,10
W04349,Tag Heuer,Navitimer,Elegance,Manual,Titanium,White,Stainless Steel,300,2023,11223,3058,4.0,Italy,7
W04350,Patek Philippe,Luminor,Diver,Manual,Platinum,Blue,Stainless Steel,200,2002,118558,3720,4.0,Japan,3
W04351,Cartier,Portugieser,Diver,Manual,Stainless Steel,White,Stainless Steel,200,2008,95464,1903,4.1,Switzerland,7
W04352,Hublot,Carrera,Chronograph,Quartz,Gold,Gray,NATO,150,2010,46318,3691,3.5,Japan,2
W04353,IWC Schaffhausen,Carrera,Tourbillon,Manual,Titanium,Silver,NATO,100,2010,67934,4889,3.1,Germany,5
W04354,Rolex,Big Bang,Elegance,Manual,Titanium,Blue,Gold,500,2019,124560,4062,4.3,USA,2
W04355,Patek Philippe,Luminor,Diver,Automatic,Platinum,Green,Leather,50,2007,20682,4568,3.1,Switzerland,2
W04356,Patek Philippe,Royal Oak,Diver,Manual,Ceramic,Blue,Stainless Steel,100,2001,128055,964,4.5,Germany,2
W04357,Hublot,Portugieser,Diver,Manual,Ceramic,Silver,Stainless Steel,200,2015,107205,953,3.6,Switzerland,10
W04358,Rolex,Navitimer,Classic,Automatic,Gold,Black,Leather,50,2022,131789,2350,3.8,Italy,7
W04359,Tag Heuer,Navitimer,Sport,Quartz,Gold,Blue,Gold,300,2001,83413,2761,4.5,Switzerland,7
W04360,Patek Philippe,Nautilus,Professional,Quartz,Ceramic,Blue,NATO,100,2020,88202,3869,3.3,Switzerland,3
W04361,Omega,Royal Oak,Professional,Automatic,Stainless Steel,Black,Stainless Steel,100,2024,98701,4393,4.3,Germany,3
W04362,Hublot,Navitimer,Professional,Automatic,Stainless Steel,Silver,Gold,300,2020,133976,4161,4.1,Switzerland,3
W04363,Patek Philippe,Carrera,Aviator,Quartz,Titanium,Green,Leather,500,2019,52523,1470,3.8,Germany,2
W04364,Breitling,Nautilus,Professional,Manual,Platinum,Green,NATO,500,2023,117725,1066,4.3,USA,5
W04365,Rolex,Submariner,Diver,Automatic,Stainless Steel,White,NATO,200,2004,33803,4559,3.7,Germany,5
W04366,Cartier,Navitimer,Classic,Automatic,Gold,Green,Gold,500,2008,34407,1214,3.5,USA,5
W04367,Patek Philippe,Santos,Diver,Automatic,Stainless Steel,Green,Rubber,100,2024,70392,1798,3.2,Italy,7
W04368,Hublot,Luminor,Diver,Quartz,Platinum,Blue,Rubber,150,2001,72577,388,4.2,Japan,10
W04369,Cartier,Navitimer,Heritage,Quartz,Gold,White,Rubber,150,2008,67829,2252,4.9,USA,5
W04370,Omega,Speedmaster,Chronograph,Quartz,Platinum,Green,Leather,50,2010,26878,4567,4.6,Italy,5
W04371,Cartier,Royal Oak,Sport,Quartz,Ceramic,Blue,Rubber,300,2007,65149,541,3.2,USA,10
W04372,Breitling,Speedmaster,Aviator,Quartz,Platinum,White,Gold,200,2006,86113,87,3.4,Switzerland,3
W04373,Tag Heuer,Big Bang,Sport,Manual,Platinum,Blue,NATO,150,2005,69157,3300,4.3,Japan,7
W04374,Patek Philippe,Navitimer,Professional,Manual,Platinum,Black,Gold,50,2019,5810,3272,3.0,Italy,7
W04375,Audemars Piguet,Submariner,Diver,Quartz,Gold,Silver,Gold,50,2014,44582,4801,4.1,Italy,10
W04376,Audemars Piguet,Speedmaster,Elegance,Quartz,Platinum,Silver,Stainless Steel,500,2014,124602,2608,4.9,Switzerland,2
W04377,Cartier,Speedmaster,Tourbillon,Quartz,Platinum,Silver,Leather,100,2006,16557,989,3.7,USA,7
W04378,Panerai,Royal Oak,Tourbillon,Automatic,Titanium,Green,NATO,200,2021,103251,2817,4.8,Italy,2
W04379,Rolex,Nautilus,Chronograph,Automatic,Gold,Silver,Stainless Steel,500,2007,93722,1473,3.2,USA,3
W04380,Audemars Piguet,Submariner,Aviator,Quartz,Platinum,Silver,Leather,500,2016,56862,2507,3.1,USA,7
W04381,Panerai,Speedmaster,Classic,Quartz,Stainless Steel,White,NATO,150,2018,121145,4378,3.7,Switzerland,7
W04382,Audemars Piguet,Portugieser,Chronograph,Automatic,Platinum,White,Stainless Steel,300,2023,57397,1259,4.2,USA,3
W04383,Panerai,Submariner,Heritage,Automatic,Stainless Steel,Gray,Rubber,500,2001,64176,2969,4.7,Japan,5
W04384,Rolex,Portugieser,Diver,Automatic,Ceramic,White,Gold,100,2008,147537,4884,3.4,Switzerland,5
W04385,IWC Schaffhausen,Navitimer,GMT,Automatic,Ceramic,Green,Rubber,150,2001,131542,3318,3.5,Switzerland,3
W04386,Audemars Piguet,Speedmaster,Aviator,Automatic,Gold,Gray,NATO,50,2012,110740,3786,4.0,Germany,10
W04387,Breitling,Speedmaster,Diver,Quartz,Gold,Gray,Stainless Steel,500,2024,70431,1436,3.7,Japan,2
W04388,Patek Philippe,Carrera,Elegance,Quartz,Ceramic,Silver,Stainless Steel,300,2011,90478,912,3.0,Italy,10
W04389,Panerai,Carrera,Sport,Automatic,Gold,Green,Stainless Steel,50,2022,110061,2088,3.7,USA,10
W04390,Patek Philippe,Royal Oak,Classic,Quartz,Stainless Steel,Green,Gold,500,2003,23333,2307,3.5,USA,7
W04391,Hublot,Luminor,Tourbillon,Automatic,Stainless Steel,Green,Stainless Steel,100,2018,105907,4120,4.0,Switzerland,2
W04392,Hublot,Luminor,Aviator,Automatic,Titanium,Green,Leather,300,2007,52630,3057,3.2,USA,10
W04393,Rolex,Nautilus,Aviator,Automatic,Gold,Green,Leather,300,2012,51595,2593,4.4,Japan,5
W04394,Panerai,Royal Oak,Sport,Quartz,Gold,Green,Leather,100,2013,8831,978,3.6,Italy,10
W04395,Omega,Luminor,Elegance,Quartz,Titanium,Gray,Rubber,50,2006,20923,2228,3.5,USA,5
W04396,Hublot,Royal Oak,Diver,Quartz,Platinum,Silver,NATO,500,2000,145489,485,3.6,Switzerland,5
W04397,Rolex,Speedmaster,Classic,Quartz,Stainless Steel,White,Rubber,300,2010,113391,2955,3.9,Japan,2
W04398,Hublot,Carrera,Sport,Manual,Platinum,Gray,Rubber,200,2022,147893,2262,4.8,Italy,7
W04399,Hublot,Carrera,Sport,Automatic,Titanium,Blue,Gold,200,2016,31170,2168,4.4,Japan,5
W04400,Omega,Carrera,Sport,Automatic,Gold,Blue,Rubber,500,2016,36892,1357,3.4,Japan,3
W04401,Audemars Piguet,Luminor,Aviator,Quartz,Platinum,Blue,Gold,50,2014,30884,218,4.3,Japan,7
W04402,Cartier,Submariner,Aviator,Quartz,Gold,Black,Leather,300,2020,118565,469,3.3,USA,3
W04403,IWC Schaffhausen,Santos,Aviator,Manual,Titanium,White,Leather,50,2009,66048,4231,3.6,Japan,5
W04404,Hublot,Speedmaster,Aviator,Automatic,Ceramic,Silver,Rubber,200,2015,105905,4026,3.9,USA,5
W04405,Hublot,Navitimer,Classic,Automatic,Gold,Green,Rubber,300,2004,17252,4674,4.3,Japan,2
W04406,Breitling,Royal Oak,Elegance,Quartz,Platinum,Blue,Leather,300,2001,125649,4891,3.9,Italy,3
W04407,IWC Schaffhausen,Carrera,GMT,Quartz,Platinum,White,Stainless Steel,500,2006,58937,188,4.2,Switzerland,10
W04408,Omega,Carrera,Classic,Manual,Titanium,Silver,Leather,500,2002,107997,350,4.4,USA,10
W04409,Patek Philippe,Carrera,Elegance,Automatic,Platinum,Blue,Stainless Steel,500,2014,132213,2954,4.9,Switzerland,7
W04410,Panerai,Speedmaster,Diver,Manual,Stainless Steel,White,Leather,500,2010,134468,578,4.8,Italy,7
W04411,Hublot,Carrera,Heritage,Automatic,Gold,Gray,NATO,50,2000,142128,2572,4.0,Switzerland,5
W04412,Cartier,Nautilus,Diver,Quartz,Stainless Steel,Silver,Gold,300,2022,101281,3755,4.5,Japan,3
W04413,Panerai,Royal Oak,Elegance,Manual,Titanium,Gray,Gold,50,2015,115826,3688,3.9,Italy,2
W04414,IWC Schaffhausen,Speedmaster,Sport,Quartz,Stainless Steel,White,NATO,150,2010,127918,156,4.9,USA,2
W04415,Panerai,Royal Oak,GMT,Automatic,Stainless Steel,Green,Stainless Steel,150,2019,103114,3753,3.2,Italy,7
W04416,Audemars Piguet,Portugieser,Tourbillon,Automatic,Gold,White,Rubber,200,2019,89011,3884,3.4,USA,10
W04417,Hublot,Big Bang,Chronograph,Manual,Gold,White,Rubber,200,2018,58607,1911,3.5,Japan,5
W04418,Panerai,Nautilus,Aviator,Quartz,Ceramic,Black,Gold,100,2006,6087,91,3.6,Germany,5
W04419,Patek Philippe,Submariner,Professional,Automatic,Stainless Steel,Green,Rubber,150,2017,53038,180,3.5,Japan,10
W04420,Patek Philippe,Submariner,Tourbillon,Automatic,Gold,Gray,Stainless Steel,150,2022,55060,3218,4.2,Japan,3
W04421,Hublot,Santos,Tourbillon,Manual,Stainless Steel,White,Rubber,500,2009,148235,883,4.8,Switzerland,10
W04422,Tag Heuer,Nautilus,Diver,Manual,Stainless Steel,Green,Leather,500,2007,23715,1693,3.1,Germany,7
W04423,Patek Philippe,Royal Oak,Aviator,Quartz,Titanium,White,NATO,100,2001,128674,1251,4.7,Italy,10
W04424,Panerai,Submariner,Heritage,Manual,Titanium,Green,Gold,50,2023,45636,838,3.6,Germany,5
W04425,Rolex,Big Bang,Elegance,Automatic,Stainless Steel,Silver,Rubber,150,2006,102786,1290,4.2,Japan,2
W04426,Patek Philippe,Submariner,Aviator,Quartz,Titanium,Blue,Stainless Steel,500,2007,117970,4538,4.3,Switzerland,3
W04427,IWC Schaffhausen,Carrera,Professional,Quartz,Gold,Black,Rubber,150,2018,61965,2409,4.1,Germany,7
W04428,Tag Heuer,Santos,Professional,Quartz,Stainless Steel,Blue,NATO,200,2005,90559,4662,3.2,Italy,2
W04429,Panerai,Speedmaster,Elegance,Automatic,Titanium,White,Leather,100,2000,18852,3598,4.0,Germany,10
W04430,Omega,Navitimer,Tourbillon,Manual,Gold,White,Gold,100,2022,76367,1868,3.1,USA,2
W04431,Breitling,Navitimer,Aviator,Quartz,Stainless Steel,Silver,Gold,200,2010,22226,1688,3.0,USA,3
W04432,Omega,Submariner,Professional,Automatic,Stainless Steel,White,Stainless Steel,150,2019,90448,1349,3.4,Italy,3
W04433,Audemars Piguet,Royal Oak,Elegance,Manual,Titanium,Gray,Leather,300,2003,87752,689,3.6,Germany,3
W04434,Breitling,Royal Oak,Chronograph,Quartz,Gold,Green,Rubber,100,2011,19153,334,4.4,Switzerland,5
W04435,Audemars Piguet,Carrera,Chronograph,Manual,Stainless Steel,Gray,Rubber,150,2008,88006,1320,3.8,Italy,3
W04436,Breitling,Submariner,Classic,Manual,Stainless Steel,Blue,Stainless Steel,50,2022,144852,3218,4.0,Japan,7
W04437,Breitling,Submariner,Aviator,Manual,Ceramic,White,Leather,100,2007,24226,697,4.2,Japan,10
W04438,Rolex,Navitimer,GMT,Automatic,Stainless Steel,Silver,Stainless Steel,200,2005,140697,3279,3.1,Italy,7
W04439,Cartier,Portugieser,Elegance,Quartz,Ceramic,Black,NATO,100,2017,32535,3373,3.7,Japan,10
W04440,IWC Schaffhausen,Submariner,Tourbillon,Quartz,Ceramic,Gray,NATO,200,2018,146187,2963,3.9,USA,5
